sleep_hours,sleep_quality,workload_hours,assignment_pressure,physical_activity,screen_time,social_interaction,caffeine_intake,eye_ratio,mouth_ratio,angry,fear,sad,neutral,happy,surprise,stress_level
0.48727556896561397,1.468952619099456,-1.7486349989870298,-1.3784729097937602,-0.11362140095241324,-1.2588632499746153,0.006977691390257324,-0.725814825022923,2.0417377495160323,0.5409732340254242,-0.7228408950764352,-1.174191477281009,-0.9308782210328889,0.07129462099488655,1.1737426934710171,0.5400901791111467,0
0.4428736314954659,-0.7152552800373245,0.14859741028024154,0.10983729296348481,1.2213613051928744,-0.8960136180488132,-0.8659772301798372,0.5195778054213512,-0.058207804144068474,-2.132048053058255,-0.14775930815345614,-1.2529285915129498,-0.2164220678648434,1.616928918401687,-0.46668327271611804,1.3190279190007572,1
0.8681710695931432,0.7408833193871959,-0.23875200131924768,-0.6343178084151377,0.013897019323627127,-0.12075330944005626,-0.6985533444650662,-0.725814825022923,0.26677679268771726,-1.0262900008216795,-0.5292275319835824,-0.5299640296168429,0.12811042111426016,1.358310035334023,-0.1228983612982628,-0.6683025287966999,1
0.927362516586801,1.468952619099456,-0.663592210564034,-0.6343178084151377,1.31809185556659,-0.8052292383937786,1.3754162733276256,-0.725814825022923,1.1387377620597243,1.1144914549053293,-1.0692500012288164,-1.735488311968431,-0.7074007430575863,-0.033863830480723396,1.6194052353961712,-0.29249180006024167,0
0.46812611031087026,1.468952619099456,-1.4002443610465585,-1.3784729097937602,1.1583843788271149,-0.6418874785267569,1.1223243920459,-0.725814825022923,1.3548883251056956,1.2860256195192428,-0.8759675779819188,-1.0842639127385911,-1.2583835727181343,0.6456256316897652,1.213007793758821,0.3685087207327113,0
1.0309689780737596,1.468952619099456,-1.3533752721951564,-0.6343178084151377,1.6105417663844142,-1.7366390176927309,1.0856942231826852,-1.3485111402450602,0.33026042341381845,0.6125908085878148,-1.0115288595237093,-1.4659889379666289,-1.1050282559520122,0.15151250778336442,1.47135450060739,0.611782294817735,0
1.1839172374907307,1.468952619099456,-1.1640070559117737,-0.6343178084151377,1.394941178680051,-1.2309619500587528,0.17317771803797186,-1.3485111402450602,0.4767065828685979,0.6716385209472038,-1.1467857557665055,-0.9135840058020459,-1.40457380996973,0.8294912157741599,1.2691555124137568,0.5647921242689915,0
0.11692216091465772,0.7408833193871959,-0.0930335685641359,0.10983729296348481,0.891223619034937,0.7417288622127474,-0.22796446922319719,-0.10311850980078589,-0.6005217379779576,0.15975196776810355,-0.30818785296952045,-0.07118066723436525,-0.3617037570920976,0.9528588828544348,-0.20138531406131036,0.7643190008733046,1
-0.34947277809347715,0.7408833193871959,0.48630246940181715,-0.6343178084151377,-0.08700062313500857,-1.0162779724335622,0.9504710020961893,-0.725814825022923,-0.78796612552021,-0.7639603840176447,-0.17058083259664422,-0.5909147793942695,-0.5793911302739317,0.7212584457745695,-0.11171449546173058,1.8024905773785391,1
1.1411155887498674,1.468952619099456,-1.4528796837381701,-1.3784729097937602,0.1762020637937873,-1.673249490312138,0.5258296406948012,-0.725814825022923,0.3376818797896467,1.0626031611054576,-0.6197370424903735,-1.3270263414458021,-1.1437985777175592,0.5684473878754357,1.2965139917841215,-0.4314305470267256,0
