sleep_hours,sleep_quality,workload_hours,assignment_pressure,physical_activity,screen_time,social_interaction,caffeine_intake,eye_ratio,mouth_ratio,angry,fear,sad,neutral,happy,surprise,stress_level
-0.203283947358326,-0.0037213493115204,0.9131740043745332,-0.0750318189984073,-1.5189781606288395,-0.4606162830467663,-1.3793803960912088,0.8970301890043105,-0.6769390493107769,-0.1948844581797002,0.1638140661704677,0.6112767936837812,0.8253999324198361,-1.3719817841133963,-1.2999085027560735,1.0490262230323395,2
1.4615528144827763,0.7082013997463024,0.4611380915628142,1.3280067813703098,1.2595905873066722,-0.6654793971967126,0.7644790471346968,1.4819578450225903,-0.6769390493107769,1.4792176593758068,-1.212815317743969,0.6090375558454448,-0.2263339987089697,-1.1960740631831603,1.129061533573125,0.742407822954541,1
-0.2182841936290725,-0.7156440983693434,-0.3899453304684845,0.6264874811859512,-0.7786760909846491,0.8917409127437317,-0.6536271705882657,-1.4426804350688096,-0.6769390493107769,0.8777164861720528,1.3401093485003066,-1.5159683814687366,-1.0353799118078837,1.7023948586626785,-0.1801922002054919,0.0346089116683272,1
0.6478639093122833,1.4201241488041252,-1.0446429302333176,-1.4780704193671244,-0.4458763123777276,0.6752078411565391,0.1554873543854752,-0.2728251230322495,0.777372856053011,0.0299796907609185,-0.1384341340398744,0.761932318279273,-0.4838834414759608,-0.5106136724050453,0.3262125699355415,0.1151774694660634,0
-1.4921868422385245,-1.4275668474271663,1.4424426178683412,-1.4780704193671244,0.8252559306076385,0.3450643064244422,-1.2939651570820248,0.8970301890043105,-0.6769390493107769,-1.5346783674900328,-1.5952124315684413,0.5040164047172232,1.1604692140441175,-1.185733286394899,-0.757253503401385,1.6552556211000908,2
0.7605340284691938,-1.4275668474271663,-1.4406958217626673,-1.4780704193671244,0.6272230963556833,0.7734358142444347,-0.1150011727328398,0.3121025329860305,1.596788919246942,1.3500765010850049,0.1832879337905984,1.252825583443053,-1.9672302265608923,1.015605449847108,0.0629114052378642,-0.0022005545668839,0
-0.4453784332718862,1.4201241488041252,0.8744143464023635,-0.7765511191827659,-0.0285733928331868,0.948884967447292,1.76128253558288,-0.2728251230322495,-0.6769390493107769,-0.0322607365780009,-1.2328789162122735,-0.3483637059544199,1.3022288187211362,0.2616349641205016,-1.272862495303755,1.1416304549766527,1
-1.015007615768868,-0.0037213493115204,0.4901965853574384,-0.0750318189984073,0.9949048339481412,0.63213906513612,-1.00474307458061,-0.8577527790505295,-0.6769390493107769,-0.1712488277639423,-0.68801052866583,0.4021463468674317,0.6671459579119172,-1.0709764822297598,0.164948002092413,0.2945566420181277,2
0.3131511633719853,-1.4275668474271663,-1.004749926441471,-1.4780704193671244,-0.9114491375090076,-1.5261019937637736,-0.175896814607403,1.4819578450225903,1.4542437620979094,0.326150844105603,-1.212182997335313,1.545113173645713,-0.7151452999717257,0.2322679796006008,0.2432922668481101,0.056838918945656,0
1.2540104798382494,-0.7156440983693434,1.110456254085679,1.3280067813703098,1.134130642043245,0.2160327466179759,0.8647561265857878,-0.2728251230322495,-0.6769390493107769,-1.2398740925030864,-0.1862092748256557,0.283533694768358,-0.14187294892421,0.7953250734332927,-0.5202463464233126,-0.0938897017104863,2
