sleep_hours,sleep_quality,workload_hours,assignment_pressure,physical_activity,screen_time,social_interaction,caffeine_intake,eye_ratio,mouth_ratio,stress_level,angry,fear,sad,neutral,happy,surprise
6.918251174718345,5,6.99390586710873,4,50.53727479403956,3.8451783303039617,3.863930723752584,2,0.1850721690851391,0.3827348665623792,1,0.008959912395141385,0.19208174765430516,0.24936559803530933,0.20464997808184837,0.22881652954507914,0.11612623428831656
5.241260067643855,5,11.694452355832833,2,45.99250082194646,11.495562781944953,0.7050482111927286,0,0.18,0.47133585148852297,2,0.0494257820712893,0.22322914546817735,0.358961157379317,0.043244919987198746,0.18510505573022568,0.14003393936379194
4.788474442579169,1,8.852321945915996,5,86.06056704699215,7.362919673030528,1.1501441493953002,3,0.18,0.372139799172171,2,0.20560318092360053,0.1178535310781081,0.2615603945340685,0.007222198823426934,0.22110898731220752,0.18665170732858855
4.5617020451877455,5,5.010240037354979,2,5.4225943257745435,2.839572790074926,0.5095639207929331,4,0.22770814146296497,0.31790489577307035,1,0.1667452679864082,0.21167104057060246,0.20872615541094522,0.1373738663803806,0.1771288285372187,0.09835484111444473
3.5979835324606553,4,5.350280308348225,3,117.65649573396854,6.432317162157175,0.0485017746152111,0,0.2030050379675584,0.5768934877964664,1,0.2044589926277671,0.12605782160884174,0.2342255776572276,0.1312811158198149,0.16298811676892122,0.1409883755174275
8.640056627207228,4,5.1658075202182205,2,0.834414906788461,1.994212880008239,4.740742724065889,2,0.227975217252621,0.20093888394036893,0,0.08566094352894926,0.1357786852584464,0.2654933065521935,0.010119444417808902,0.3286908559031199,0.1742567643394821
8.46443235408445,2,11.89070585312691,3,115.49917505227685,6.432198454077237,2.0355361459386763,1,0.18,0.5776429929656727,0,0.04694020875252488,0.041667583914991826,0.3513014215457776,0.10906288500984557,0.3016676313271431,0.14936026944971706
4.401071151559588,5,5.25657187469511,1,36.583342893370286,3.4364795987728494,3.4924040486409442,0,0.25979253400935887,0.2281150456119675,0,0.18290658944047802,0.11064701186927822,0.18245532723401378,0.16191683719428113,0.2613316082691493,0.10074262599279955
7.619301647862784,4,6.72352799961498,2,104.10595928322341,6.785305625154474,2.3529855846800407,3,0.18,0.27189726063449926,0,0.13377086183021858,0.06816146305785041,0.4093601389201095,0.13258919312764095,0.23103695618672138,0.02508138687745916
6.765348480504381,3,10.91273811540088,1,109.83052100029276,11.545726481486309,0.28931948878853697,5,0.18,0.31095247319245306,1,0.043728182683757756,0.1077852623870546,0.2935216574472861,0.13566906094446649,0.19280077230171697,0.22649506423571825
7.824581053401165,2,3.4148412179718135,3,41.74287853681081,11.768623430971333,1.7694020323180504,4,0.2658150862075589,0.346916976426921,0,0.04347057355102918,0.21914487076539352,0.10048203683972572,0.09421388307748836,0.4236123745005425,0.11907626126582065
4.184422402383255,1,11.331862518026762,3,17.627588265333507,11.679396176544703,4.737386171978123,1,0.18,0.2178827725675448,2,0.18038847603653307,0.06377378486590138,0.33935698901250705,0.19643631727154706,0.17581895579985526,0.04422547701365609
8.73660577581877,1,6.294533876819433,1,92.72439379646795,8.79881819306982,2.898066973849014,3,0.18,0.21004265580207093,0,0.04539090294531004,0.13749492081811493,0.29540678821188227,0.06534040512862581,0.3759602622511161,0.08040672064495072
5.336166986986708,5,10.777053733718645,3,57.69984678892648,11.388261374989552,0.11573172677670829,1,0.18,0.47008785901585276,2,0.003291245091835718,0.09172872489379315,0.34949919309631944,0.053681664020492854,0.42478979571748754,0.07700937718007136
4.0322061605750426,2,6.711835262092899,4,89.23062020481568,6.679992073868259,4.213699346519512,4,0.18933179920891746,0.20883952960535015,1,0.09154527815943074,0.25980346818612376,0.24015525648906416,0.11051112979705681,0.2515933498006154,0.04639151756770915
5.56855681613599,2,8.118892899397286,2,33.307376584853486,7.80345551981593,3.687738656099562,4,0.18,0.3685250354937956,0,0.2181644504859536,0.12493307030944702,0.25654812966623114,0.047200648286574484,0.23335471356034737,0.11979898769144641
3.3158324071382124,3,6.931726099761426,1,1.4058027945554308,9.746594546766556,3.511427596117618,0,0.18,0.5334896808306204,2,0.26114052362881474,0.0875089253108087,0.3245197436978717,0.062219748991685024,0.19135804546522397,0.07325301290559581
8.02462573693028,1,8.26919478588631,3,89.63292583959976,4.35686088990504,2.3750450128614817,5,0.18,0.518278704762952,0,0.1314936292578349,0.14043461304485413,0.22276807022229053,0.129429672129368,0.28735498311804764,0.08851903222760472
4.880887702868598,1,2.8773696552205155,1,36.81205393680967,7.342680849143136,4.649069800620222,1,0.28312263406171784,0.49945272408128905,0,0.08691007879089059,0.058789578088985356,0.21246694568584387,0.1965298250237066,0.31490818320960245,0.1303953892009711
3.602799475826168,4,5.437597741965243,5,89.06668605441595,7.30018824617759,3.8198804232262056,2,0.21483683191327715,0.4523473556337932,1,0.06154175634790862,0.14700488114026317,0.39281710898083383,0.23989992307064367,0.12414581720915954,0.03459051325119123
8.59639362252217,3,1.5349021879880547,4,114.5077628971706,5.085773457114056,4.147001100994679,2,0.3334443318986874,0.5227485573075518,0,0.1795363606401638,0.07740361802899673,0.11837291918971438,0.03563252132173179,0.5393623463595191,0.04969223445987418
5.45919707276591,1,11.439835975223671,1,1.5377580706201144,5.705025982952748,1.6988190719341274,2,0.18,0.35790737045716087,1,0.13560285266192698,0.11987749942847038,0.3948073312031928,0.16684495886247722,0.15171541462129548,0.031151943222637025
4.070675791366632,5,8.061686504875926,4,24.742339742211172,8.017568726475671,1.284419238228574,4,0.18,0.5951142080859548,2,0.032499265401344506,0.1655799496184087,0.25632781554767514,0.10199500269860556,0.2786631450732557,0.16493482166071038
8.525087086894121,3,3.0400476214431977,1,0.1478202199711065,7.581599916346697,3.036532241313356,3,0.24683338552945297,0.3966378186965748,0,0.017453372929202546,0.15819236969858547,0.14198074323204024,0.2167937525614484,0.341841114145347,0.12373864743337624
7.552535570610884,2,9.698593956846368,3,91.74991148703168,8.058723330120365,1.53412259496627,0,0.18,0.24375790862960775,2,0.1365358733912734,0.13260354928434953,0.21523274092904293,0.1413147806179117,0.2668786360981297,0.10743441967929256
4.230010860319424,3,1.7314589410345524,4,101.01945321099265,2.5374961428891845,3.976336559299451,5,0.31703602104569,0.27456199471525766,0,0.05923255673624916,0.1592721879716845,0.264420773257777,0.07946452225577733,0.2659672336474107,0.17164272613110124
5.01130010895605,5,10.282734622321954,3,54.55002066902513,6.41651865386909,0.9318469440808563,2,0.18,0.25965404313901513,2,0.15923506087190434,0.16057820881111523,0.32084201271402635,0.12382991337045388,0.17714554786930625,0.058369256363193706
8.230013455617076,4,10.362137905616601,4,3.416547105218539,8.592677731008632,2.971364052996762,4,0.18,0.23779355007158545,2,0.1496949508845662,0.16161624442011968,0.321266544308243,0.040895301165753274,0.3243589064632754,0.0021680527580423443
7.9092400124894855,5,4.797454570818613,1,3.560186767768778,8.42962228301798,0.2242678401178433,2,0.22208139868547966,0.3578304302390586,0,0.09070865308137051,0.08838472634649315,0.28113909357445993,0.1535434158525646,0.31969753950956487,0.06652657163554686
4.880851739604609,3,11.347098776965762,1,83.54767122289725,3.6282169878564448,0.5928671652047524,1,0.18,0.2936304815936461,2,0.11853049170564385,0.20608462332866803,0.3036255539141064,0.07783850419903035,0.16949515106468493,0.12442567578786641
5.970672027416576,5,6.439183579395986,3,88.02409466577105,2.8991890264051574,0.16262247798950247,2,0.1841328055066537,0.2313163804553139,0,0.1111404402773557,0.17075942725036394,0.14721876888627128,0.14311411526618292,0.26578835114970223,0.16197889717012404
3.4563502589965083,3,10.428266650276168,5,116.82279651705232,9.343863772672654,4.910741732133093,3,0.18,0.2484733085335373,2,0.13716711740149906,0.10041923696074785,0.327457847761358,0.058745497697115276,0.2448572393749515,0.13135306080432835
3.051328620709021,4,7.938304978448444,1,12.791693979522005,2.28558524842442,3.0281240132307636,3,0.18,0.2252300697371867,1,0.20725556116103022,0.13908095723782446,0.18136522499146887,0.01063683310309189,0.24994953386514981,0.21171188964143478
4.993650798764157,3,9.887105718177423,4,34.36752955150829,11.047892208221125,1.6800031700169427,1,0.18,0.42452560813154216,2,0.06480293234906,0.013330079347285303,0.472975125270192,0.01512899976817748,0.3437863844571651,0.08997647880811999
6.954837851233868,4,11.593842197275707,3,18.83658584396136,3.717092446933452,4.46056831010963,5,0.18,0.5322675835991675,2,0.1854521654273866,0.04941215196137234,0.33112940486422554,0.040369574798613986,0.3398733621696067,0.053763340778794806
8.806456949002294,2,7.208349183728886,4,72.11345814452628,8.65687847723743,1.8125099226575658,2,0.18,0.38852330982964844,1,0.11896028015336438,0.0952216376796771,0.28146448144220143,0.1040037368383158,0.2965326583379128,0.10381720554852847
3.3498772123715246,5,10.814104690153327,3,118.52753358317808,2.756526162900585,2.0060163713908983,2,0.18,0.5290927804781345,0,0.007400326822142712,0.2039630397686725,0.3806337409043149,0.11788866224556904,0.17631197797909334,0.11380225228020753
6.58447861302185,4,7.9640786969319235,5,21.04455343481395,11.058531405174557,2.0938526244603657,3,0.18,0.3415485506244998,2,0.22268116140932187,0.04282783935039944,0.17515032721327262,0.17909365120407544,0.18580049744819338,0.19444652337473725
3.311405661523854,4,11.635300497792139,3,79.5656630164107,9.160859596545865,4.242126895452624,1,0.18,0.4850485332394051,2,0.15124512451029037,0.03362991883680721,0.24823292780299439,0.16701455282877106,0.21750874877083137,0.18236872725030548
8.496179761114503,4,5.3869714884533355,2,98.25224986955209,2.84368605854913,1.7331411771792848,3,0.20197464723356182,0.5790882670460371,0,0.09597717530993077,0.12658268320693603,0.17509907142862827,0.24579391244698046,0.3509166242420607,0.0056305333654637765
4.036943120981749,2,7.263352987510872,4,25.61945632954279,9.761445799968875,2.282523629405074,5,0.18,0.36645467928173037,2,0.22047658708952775,0.0871779960754836,0.30736055582671556,0.1573444414559176,0.15698394505641,0.0706564744959454
7.335295118676454,3,3.217357357971019,3,10.931665132478443,6.789356454434307,1.6131952085140322,3,0.25318111579615116,0.40305977136081567,0,0.1825664349595832,0.17888808761787597,0.1036232293683925,0.023431925082704152,0.3348747784253783,0.17661554454606582
5.802006197283539,1,3.6080511423614947,2,76.12179736003577,10.009331338757779,3.308087248644406,3,0.21718908657091274,0.5796287306577043,0,0.12899139505262908,0.10870242457857489,0.18545539779256476,0.1826769864025784,0.3889384432893726,0.0052353528842803854
7.324951368496805,5,1.9181622470015296,2,65.24720817961978,4.03198907017814,1.1061767395895106,4,0.3114171398066006,0.4820177887302138,0,0.09230427368077386,0.09477053782262963,0.20728377655825328,0.24424067491240029,0.3438701533881902,0.017530583637752617
